Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
House,Stone,900 sq.m.,1,3,1,Old Renovation,800 sq.m.,"1st Street 3, Shorzha","$23,000",USD,"Shorja, now ShoghakatA 3-minute drive from the house to Lake Sevan,gas, light, constant waterfruit trees: Apples, pears, cherries, plums, etc.I am not a broker, the price is negotiableTranslated from Armenian",Nov-24-2022_23-35,Not available,Not available,,,,https://list.am/en/item/16252139,,,,,,
House,Stone,110 sq.m.,1,4,1,Major Renovation,1200 sq.m.,Gegharkunik › Sevan,"$50,000",USD,"Call for detailed information. The house is located only 4 to 5 kilometers from the Public Beach. It is on the first line, there is an area at the back of the house where you can carry out commercial activities, it is very close to the road. Exchange with an apartment in Yerevan with additional payment from my side.Translated from Armenian",Nov-24-2022_23-35,Available,1 spot,,,,https://list.am/en/item/17517008,,,,,,
House,Stone,100 sq.m.,2,3,1,No Renovation,,Gegharkunik › Sevan,"$23,000",USD,"Дом с подвалом Черемушка гнох чанапари Мот, фезей мотерн. Торг уместен.",Nov-24-2022_23-35,,,,,,https://list.am/en/item/14647041,,,,,,
House,Stone,2620 sq.m.,2,8+,2,Cosmetic Renovation,,Gegharkunik › Vardenis,"$51,000",USD,"Land area - 2620 square metersTotal area of the building - 544 square metersResidential house - 298 square metersBoiler house - 28 square metersGarage - 26 square metersKitchen - 38 square metersLivestock building - 31qmCover - 121qmConsists of 7 rooms1 living room5 bedrooms1 kitchen (separate)1 laundry room2 bathrooms1 open balcony with great viewIt has a well-maintained fenced yard, an orchard, which is green. Stone garage for 2 cars. The property has a large and green garden with many trees and flowers. It is provided with constant hot and cold water. Very urgently.Translated from Armenian",Nov-24-2022_23-35,Available,2 spots,,,,https://list.am/en/item/17695705,,,,,,
House,Stone,200 sq.m.,1,4,1,Euro Renovation,3000 sq.m.,Gegharkunik › Sevan,"$35,000",USD,"A 4-room detached house is for sale in Lchashen village of Sevan city.Suitable for use as a private house, guest house or country house.The house is renovated.Has a large plot of land,Exchange with an apartment in Sevan is possible.The initial price is $35,000, negotiable.It is close to the communists, next to the central road, the road is paved.Call for questions and detailsTranslated from Armenian",Nov-24-2022_23-35,,,,,,https://list.am/en/item/17749027,,,,,,
House,Stone,210 sq.m.,1,5,3+,Major Renovation,1300 sq.m.,Gegharkunik › Sevan,"$240,000",USD,"One-storey stone house is for sale in Gegharkunik region.The total area of the land is 1300 square meters, and the area of the building is 210 square meters.Consist of,1 living room4 bedrooms3 bathrooms1 kitchen1 open balconyThe house is fully renovated.There is a tonir and a barbecue in the yard. It has a very beautiful view of Lake Sanaa.For sale together with the whole property.The sale price is 240․000 USDIt is also given for a daily rent of 250,000 AMD / dayCode: GS-T05Translated from Armenian",Nov-24-2022_23-35,,,,,,https://list.am/en/item/17713822,,,,,,
House,Stone,110 sq.m.,1,4,1,Old Renovation,1600 sq.m.,Gegharkunik › Nerkin Getashen,"$30,000",USD,"4-room house for sale IN LOWER GETASHINO For questions, you can call or write price @ negotiable, also possible exchange with a car Sprinter or minivanTranslated from Armenian",Nov-24-2022_23-35,Not available,Not available,,,,https://list.am/en/item/14349481,,,,,,
House,Stone,257 sq.m.,2,6,1,Old Renovation,3150 sq.m.,Gegharkunik › Lchashen,"$35,000",USD,"Продается двухэтажный дом площадью 257 кв. М, с подвалом 40 кв. М, в с. Лчашен Севана. Покупку дома можно рассматривать в том числе, как бизнес-проект под сдачу в аренду как целиком, так и отдельными комнатами. Расположен на участке площадью 3150 квадратных метров. Участок огорожен частично каменным забором и сеткой, отдельно есть гараж, сарай. На участке яблоневые деревья.В доме старый ремонт, но чистый, готов к заселению, туалетная комната подлежит ремонту, удобства имеются на улице.Есть вода, канализация (яма), электричество, газ заведён в дом (необходимо подключение в газовой организации)Также рассмотрю обмен на квартиру в Ереване, Севане, в том числе с моей доплатой.Звоните либо пишите в сообщениях List. Am. Контакты для связи указанны в фотографиях.Собственник. Цена обсуждаемо!",Nov-24-2022_23-35,,,,,,https://list.am/en/item/18317642,,,,,,
House,Stone,47 sq.m.,1,3,1,Euro Renovation,500 sq.m.,"Երևանյան խճուղի 3, Սևան","11,000,000 ֏",AMD,"A summer house is for sale in Sean, on the first street of Lavanda City resort area.2 bedrooms, balcony, parking, fireplace, floor tiles are heated,Tiled bathroom, wonderful recreation area.Translated from Armenian",Nov-24-2022_23-35,,,,,,https://list.am/en/item/17915607,,,,,,
House,Stone,500 sq.m.,1,4,1,Partial Renovation,110 sq.m.,Gegharkunik › Vardenis,"$17,000",USD,"URGENT……. Own house for sale or rent in Vardenis city, along with property and appliances, has all utilities, please call for details.Translated from Armenian",Nov-24-2022_23-35,,,,,,https://list.am/en/item/17881117,,,,,,
House,Stone,210 sq.m.,1,7,1,Partial Renovation,1700 sq.m.,Gegharkunik › Martuni,"$56,000",USD,"Call for questionsgas, electricity, water, all facilities are there.Translated from Armenian",Nov-24-2022_23-35,Available,1 spot,,,,https://list.am/en/item/18344454,,,,,,
House,Stone,1000 sq.m.,1,6,2,Designer Renovation,,"4th Street, Alaverdyan","$38,000",USD,"It is located in Jil village of Shoghakat community of Gegharkunik region. Near Lake Sanaa. The land area is 1000 square meters. 2 houses are built, old and new. The old one is renovated, the new one is in design style. For sale with furniture and appliances. The newly built house is provided with a solar (400 l) water heater. The area was formed...Translated from Armenian",Nov-24-2022_23-35,,,,,,https://list.am/en/item/17279046,,,,,,
House,Panels,306 sq.m.,1,5,1,Partial Renovation,200 sq.m.,Gegharkunik › Akunk,"$35,000",USD,"A 5-room house with a large living room is for sale in Akunk village, Gegharkunik region, with fruit trees, a barn, it has all the communal facilities, permanent hot and cold water (water heater), permanent gas, for details call the mentioned number.Translated from Armenian",Nov-24-2022_23-35,Not available,Not available,,,,https://list.am/en/item/17379598,,,,,,
House,Stone,1500 sq.m.,1,1,1,No Renovation,1500 sq.m.,"Lchap-Norashen highway, Tsovazard","€10,000",EUR,"Gegharkunik region, Lchashen village, next to the village municipality, next to the newly opened garden, orchard, garage half-destroyed, the house is old.Translated from Armenian",Nov-24-2022_23-35,Available,3 or more spots,,,,https://list.am/en/item/17252171,,,,,,
House,Stone,640 sq.m.,2,8+,2,Old Renovation,,Gegharkunik › Khachaghbyur,"$37,300",USD,"Продаю! Собственный дом 640 кв. Школа 20 метров! С участком 17 соток! (Либо обмен на 1-2кв. В г Ереване! ) или на машину! В саду есть Деревья яблони, груши, вишни, малина.! Звонить по номеру указанному в описании. Возможен торг. Есть постройка для хозяйства. + земельный участок 4 гектара! . Деревня хачахпьюр находиться Не доходя до Вардениса 2км! (Звонить по номеру тель. Хозяин! Россия Санкт -Петербург) возможно обмен на авто!",Nov-24-2022_23-35,,,,,,https://list.am/en/item/17316308,,,,,,
House,Stone,130 sq.m.,2,7,2,No Renovation,11 sq.m.,Gegharkunik › Martuni,"$25,000",USD,"The house has gas, electricity and garden exchange, the price is negotiable, call for questionsTranslated from Armenian",Nov-24-2022_23-35,,,,,,https://list.am/en/item/18340497,,,,,,
House,Stone,120 sq.m.,2,6,1,No Renovation,1200 sq.m.,"Nalbandyan street, Sevan town","$28,000",USD,"Two-storey stone house in Sjan, next to the Station, House 120 sq. M. Մ. , Land. 1000 sq. M. Մ.Translated from Armenian",Nov-24-2022_23-35,,Not available,,,,https://list.am/en/item/16297061,,,,,,
House,Stone,420 sq.m.,2,6,1,Partial Renovation,1750 sq.m.,Gegharkunik › Artanish,"$15,000",USD,"2-storey building of public significance is for sale near Lake Sanaa, address: V. Artanish, about 300 m from the track, about 500 m from the lake. The area of the building is 420 sq / m, land is 1750 sq / m. Price $ 13,000.Translated from Armenian",Nov-24-2022_23-35,Not available,3 or more spots,,,,https://list.am/en/item/17341174,,,,,,
Country House,Stone,372 sq.m.,2,8+,2,Partial Renovation,2200 sq.m.,"Isakov street, Ցամաքաբերդ","$60,000",USD,"2-storey summer house, a stone building is for sale, there is a building for cattle breeding, a garage for 2 cars.The summer house has gas, light, cold and hot water, next to the summer house there is a fruit gardenwith trees.The summer house is located near Tsana Lake, in Tsamakaberd community, next to the former hotel.From the 2nd floor of the summer house there is a beautiful view to Lake Sana and the adjacent area.For all information, call or write to the number below.Translated from Armenian",Nov-24-2022_23-35,Available,3 or more spots,,,,https://list.am/en/item/17776515,,,,,,
House,Stone,350 sq.m.,2,5,1,No Renovation,1000 sq.m.,Gegharkunik › Gavar,"$45,000",USD,"Продаю дом с земельным участком.Высота потолков 2,7 метра.Дом построен в 1997 году.Проведены вода, газ, электричество и т. Д.По всем вопросам звоните по номеру телефона)",Nov-24-2022_23-35,,,,,,https://list.am/en/item/18268977,,,,,,
House,Stone,3000 sq.m.,1,3,1,Old Renovation,2800 sq.m.,Gegharkunik › Shoghakat,"$20,000",USD,"It has 2 storerooms, a barn, a shed, an orchard. Close to Lake Sevan. Also available for rent.Translated from Armenian",Nov-24-2022_23-35,Available,1 spot,,,,https://list.am/en/item/17439088,,,,,,
Country House,Stone,54 sq.m.,1,3,1,Euro Renovation,500 sq.m.,"Երևանյան խճուղի 3, Սևան","$25,000",USD,"A summer house for sale in Sean, in the resort area of Lavanda City. It is located in a closed controlled area, there are all conditions for rest. The area is green, has closed and open parking, 2 satellite dishes, veranda, doors and windows of European production and networked, heated floor tiles, living room with open built-in kitchen, 2 bedrooms, bathroom with tiled kitchen, bathroom with kitchen. For sale one-bedroom cottage on the shore of Sevana with all amenities, 3 rooms with Euro renovationTranslated from Armenian",Nov-24-2022_23-35,Available,2 spots,,,,https://list.am/en/item/16978002,,,,,,
House,Stone,97 sq.m.,1,3,1,Old Renovation,4270 sq.m.,Gegharkunik › Jil,"$7,000",USD,"Private house for sale in Jil village, 28.4 sq. M. Cellar, 42 sq. M. Livestock building, 17 sq. M. Roof. In the lower part of the building there is a pedestal with a concrete floor. There is a summer kitchen outside, covered. There are fruit trees planted in the yard, the bathroom is outside. Old renovation. The rooms are spacious and airy.Translated from Armenian",Nov-24-2022_23-35,,,,,,https://list.am/en/item/16821734,,,,,,
House,Stone,200 sq.m.,2,4,2,Cosmetic Renovation,757 sq.m.,"Nairyan Street, Sevan town","$78,000",USD,"A private house for sale in the center of Sevan, Nairyan-Abovyan intersection.Soil 757 m/sq.The house is two-story, 200 m/sq. , with all utilities and heating system (BAXI)The front part of the plot is 24m.Suitable for any type of activity.Translated from Armenian",Nov-24-2022_23-35,Not available,Not available,,,,https://list.am/en/item/16886613,,,,,,
Country House,Stone,242 sq.m.,2,4,2,Partial Renovation,4357 sq.m.,Gegharkunik › Drakhtik,"$150,000",USD,"A 2-story private house is for sale on the shore of Lake Sevan at the beginning of the streetThe total area of the land is 4357 square meters, the frontage is 40 metersA 2-storey 256.3 square meter detached house is built, the walls are plastered, new wires, windows have been changed, the roof has been repaired with high-quality sheet metal.60 square meter kitchen, renovated mangal fireplace2 entrances, 2 separate closed parking spacesthe area is completely fencedVery suitable for business activitiespermission to build a residential building until 2060Translated from Armenian",Nov-24-2022_23-35,Not available,3 or more spots,,,,https://list.am/en/item/18174866,,,,,,
House,Stone,110 sq.m.,1,3,1,No Renovation,3000 sq.m.,Gegharkunik › Martuni,"$60,000",USD,"У нас во дворе 2 дома, один дом 65кв, а второй дом 110 кв, участок 35 сот,Во втором доме есть: Гараж, кухня, душ, а еще есть место для домашних животных, ухаженная земля.Там большие деревья: Сливы, груша и вишня.Настоящим покупателям торг.Звоните по номеру 9996877795",Nov-24-2022_23-35,,,,,,https://list.am/en/item/18181089,,,,,,
